Type1,Type2,DAverage,DRMSE,AAverage,ARMSE,OAverage,ORMSE
FIGHTING,POISON,1.2,1.4832396974191326,1.2666666666666666,1.378404875209022,0.06666666666666665,0.5477225575051664
FIGHTING,GROUND,1.15,1.3307266185559423,1.3333333333333333,1.4491376746189442,0.18333333333333326,0.5737304826019505
FIGHTING,ROCK,1.1666666666666667,1.3228756555322954,1.4,1.4832396974191326,0.2333333333333332,0.6708203932499369
FIGHTING,BUG,1.2666666666666666,1.5491933384829668,1.3333333333333333,1.4491376746189442,0.06666666666666665,0.5477225575051664
FIGHTING,GHOST,0.95,1.1420011675417263,1.2333333333333334,1.3228756555322954,0.28333333333333344,0.6677075208003379
FIGHTING,FIRE,1.15,1.2796483892069728,1.3333333333333333,1.4142135623730951,0.18333333333333326,0.6020797289396151
FIGHTING,WATER,1.1,1.2449899597988732,1.3333333333333333,1.4142135623730951,0.2333333333333332,0.6708203932499374
FIGHTING,GRASS,1.3,1.5968719422671311,1.2333333333333334,1.3601470508735445,-0.06666666666666665,-0.8366600265340756
FIGHTING,ELECTRIC,1.0333333333333334,1.118033988749895,1.3333333333333333,1.4142135623730951,0.2999999999999998,0.8660254037844388
FIGHTING,PSYCHIC,0.9333333333333332,1.0165300454651272,1.3,1.3964240043768938,0.3666666666666667,0.957427107756338
FIGHTING,ICE,1.2,1.3038404810405295,1.4666666666666666,1.5491933384829668,0.2666666666666666,0.8366600265340758
FIGHTING,DRAGON,1.0666666666666669,1.224744871391589,1.2666666666666666,1.3416407864998738,0.2,0.5477225575051664
FIGHTING,,1.0666666666666669,1.1401754250991378,1.0,1.1547005383792517,-0.06666666666666665,-0.18257418583505444
FLYING,POISON,1.0666666666666669,1.2483322207382672,1.1666666666666667,1.2449899597988732,0.10000000000000007,0.09128709291752872
FLYING,GROUND,1.0333333333333334,1.3844373104863459,1.4666666666666666,1.5491933384829668,0.4333333333333331,0.695221787153807
FLYING,ROCK,1.0333333333333334,1.2179217270963407,1.4,1.4832396974191326,0.3666666666666665,0.8465616732800196
FLYING,BUG,1.3333333333333333,1.6608230891137483,1.3333333333333333,1.4142135623730951,0.0,0.8708233651742088
FLYING,GHOST,0.95,1.1989578808281798,1.2666666666666666,1.3416407864998738,0.31666666666666665,0.6020797289396149
FLYING,FIRE,1.1666666666666667,1.5193200233437762,1.2333333333333334,1.3228756555322954,0.06666666666666665,0.7472170590486625
FLYING,WATER,1.0666666666666669,1.390443574307614,1.4,1.4832396974191326,0.3333333333333333,0.5163977794943224
FLYING,GRASS,1.2833333333333334,1.6033818426480118,1.4,1.4832396974191326,0.11666666666666647,0.6089608635481706
FLYING,ELECTRIC,0.9333333333333332,1.0645812948447542,1.3,1.3964240043768938,0.3666666666666667,0.9036961141150641
FLYING,PSYCHIC,0.95,1.1420011675417263,1.2666666666666666,1.3416407864998738,0.31666666666666665,0.7041543391425871
FLYING,ICE,1.2,1.4944341180973264,1.4,1.4832396974191326,0.2,0.18257418583505627
FLYING,DRAGON,1.0833333333333333,1.4390390312056631,1.2666666666666666,1.3416407864998738,0.18333333333333326,0.5204164998665332
FLYING,,1.0333333333333334,1.1761519176251567,1.1333333333333333,1.224744871391589,0.09999999999999988,0.3415650255319863
POISON,GROUND,1.15,1.3307266185559423,1.4,1.4832396974191326,0.25,0.6551081335677852
POISON,ROCK,1.25,1.5451537140362444,1.3,1.3964240043768938,0.05000000000000005,0.6614378277661478
POISON,BUG,1.2333333333333334,1.3693063937629153,1.2333333333333334,1.3228756555322954,0.0,0.35355339059327345
POISON,GHOST,0.9833333333333332,1.1636866703140785,1.2,1.2649110640673518,0.21666666666666667,0.4958158260214506
POISON,FIRE,1.25,1.5451537140362444,1.1666666666666667,1.2449899597988732,-0.08333333333333326,-0.9151502608861564
POISON,WATER,1.1,1.2449899597988732,1.3333333333333333,1.4142135623730951,0.2333333333333332,0.6708203932499374
POISON,GRASS,1.3166666666666669,1.6085707942145413,1.3,1.3964240043768938,-0.01666666666666661,-0.7984359711335659
POISON,ELECTRIC,1.1666666666666667,1.466287829861518,1.2333333333333334,1.3228756555322954,0.06666666666666665,0.6324555320336761
POISON,PSYCHIC,1.0833333333333333,1.4038637160826308,1.2666666666666666,1.3416407864998738,0.18333333333333326,0.4133198922545749
POISON,ICE,1.2333333333333334,1.3601470508735445,1.3333333333333333,1.4142135623730951,0.09999999999999988,0.3872983346207424
POISON,DRAGON,1.1166666666666667,1.299038105676658,1.2,1.2649110640673518,0.08333333333333326,0.29580398915498063
POISON,,1.1,1.2041594578792296,1.0,1.095445115010332,-0.10000000000000007,-0.5000000000000004
GROUND,ROCK,1.35,1.8085445345175588,1.4666666666666666,1.5491933384829668,0.11666666666666647,0.9331845119446278
GROUND,BUG,1.1333333333333333,1.2780193008453875,1.3666666666666667,1.466287829861518,0.2333333333333334,0.7187952884282612
GROUND,GHOST,0.95,1.1989578808281798,1.3333333333333333,1.4142135623730951,0.3833333333333333,0.7500000000000004
GROUND,FIRE,1.1666666666666667,1.477610683953433,1.4666666666666666,1.5491933384829668,0.2999999999999998,0.465474668125632
GROUND,WATER,1.0333333333333334,1.3354150416006754,1.3,1.3964240043768938,0.2666666666666666,0.4082482904638629
GROUND,GRASS,1.2666666666666666,1.5599145275730115,1.3,1.4317821063276353,0.03333333333333344,0.6191391873668903
GROUND,ELECTRIC,1.1,1.2583057392117916,1.3666666666666667,1.466287829861518,0.2666666666666666,0.7527726527090812
GROUND,PSYCHIC,1.0,1.2110601416389966,1.3333333333333333,1.4142135623730951,0.3333333333333333,0.7302967433402221
GROUND,ICE,1.1666666666666667,1.2974333637352375,1.5333333333333334,1.6124515496597098,0.3666666666666667,0.9574271077563384
GROUND,DRAGON,1.1,1.408308678285174,1.3333333333333333,1.4142135623730951,0.2333333333333332,0.12909944487358205
GROUND,,1.0666666666666669,1.1972189997378648,1.1333333333333333,1.2780193008453875,0.06666666666666665,0.4472135954999574
ROCK,BUG,1.1,1.161895003862225,1.4333333333333331,1.5329709716755893,0.3333333333333333,1.0
ROCK,GHOST,0.9833333333333332,1.2058883309273154,1.3333333333333333,1.4142135623730951,0.35,0.7388053419767171
ROCK,FIRE,1.35,1.7712989583918353,1.3333333333333333,1.4142135623730951,-0.016666666666666833,-1.0665364503850772
ROCK,WATER,1.2166666666666666,1.5288884851420654,1.4,1.4832396974191326,0.18333333333333326,0.3708099243547822
ROCK,GRASS,1.1333333333333333,1.224744871391589,1.4666666666666666,1.5491933384829668,0.3333333333333333,0.948683298050514
ROCK,ELECTRIC,1.2166666666666666,1.5288884851420654,1.3,1.3964240043768938,0.08333333333333348,0.6224949798994363
ROCK,PSYCHIC,1.0333333333333334,1.2179217270963407,1.4,1.4832396974191326,0.3666666666666665,0.8465616732800196
ROCK,ICE,1.3333333333333333,1.6124515496597098,1.4666666666666666,1.5491933384829668,0.1333333333333333,0.44721359549995815
ROCK,DRAGON,1.0833333333333333,1.2399596767637244,1.3333333333333333,1.4142135623730951,0.25,0.6800735254367726
ROCK,,1.1333333333333333,1.2649110640673518,1.2,1.3038404810405295,0.06666666666666665,0.3162277660168377
BUG,GHOST,1.0333333333333334,1.2315302134607444,1.2666666666666666,1.3416407864998738,0.2333333333333332,0.532290647422377
BUG,FIRE,1.2833333333333334,1.5612494995995996,1.3,1.3964240043768938,0.01666666666666661,0.6982120021884471
BUG,WATER,1.1333333333333333,1.2649110640673518,1.4,1.4832396974191326,0.2666666666666666,0.7745966692414834
BUG,GRASS,1.6,2.079663434308542,1.3333333333333333,1.4491376746189442,-0.26666666666666683,-1.4916433890176295
BUG,ELECTRIC,1.1,1.2041594578792296,1.3333333333333333,1.4142135623730951,0.2333333333333332,0.7416198487095664
BUG,PSYCHIC,1.1166666666666667,1.3118053717428255,1.2666666666666666,1.3416407864998738,0.1499999999999999,0.2813657169355692
BUG,ICE,1.4333333333333331,1.8027756377319943,1.4,1.4832396974191326,-0.03333333333333344,-1.0246950765959597
BUG,DRAGON,1.15,1.3181426326464067,1.2666666666666666,1.3416407864998738,0.1166666666666667,0.25
BUG,,1.1666666666666667,1.284523257866513,1.0666666666666669,1.1832159566199232,-0.10000000000000007,-0.5
GHOST,FIRE,0.9833333333333332,1.2058883309273154,1.2666666666666666,1.3416407864998738,0.2833333333333333,0.5880759588125785
GHOST,WATER,0.9,1.1030261405182864,1.2666666666666666,1.3416407864998738,0.3666666666666666,0.7637626158259734
GHOST,GRASS,1.0,1.2110601416389966,1.2666666666666666,1.3416407864998738,0.2666666666666666,0.5773502691896261
GHOST,ELECTRIC,0.8666666666666667,1.0327955589886444,1.2,1.2649110640673518,0.3333333333333333,0.7302967433402217
GHOST,PSYCHIC,0.7333333333333333,0.8366600265340756,1.1666666666666667,1.2449899597988732,0.4333333333333335,0.9219544457292886
GHOST,ICE,0.9666666666666668,1.1474609652039005,1.3333333333333333,1.4142135623730951,0.3666666666666666,0.8266397845091501
GHOST,DRAGON,0.8666666666666667,1.0801234497346437,1.1333333333333333,1.1832159566199232,0.2666666666666666,0.4830458915396476
GHOST,,0.8666666666666667,0.983192080250175,0.9333333333333332,1.0327955589886444,0.06666666666666665,0.3162277660168377
FIRE,WATER,1.0833333333333333,1.1989578808281798,1.3333333333333333,1.4491376746189442,0.25,0.8139410298049855
FIRE,GRASS,1.1833333333333331,1.299038105676658,1.3333333333333333,1.4491376746189442,0.1499999999999999,0.6422616289332566
FIRE,ELECTRIC,1.1666666666666667,1.466287829861518,1.3,1.3964240043768938,0.1333333333333333,0.4472135954999584
FIRE,PSYCHIC,1.0,1.1547005383792517,1.3333333333333333,1.4142135623730951,0.3333333333333333,0.8164965809277264
FIRE,ICE,1.3,1.5652475842498528,1.3666666666666667,1.466287829861518,0.06666666666666665,0.547722557505166
FIRE,DRAGON,1.1,1.2549900398011131,1.2666666666666666,1.3416407864998738,0.16666666666666652,0.474341649025257
FIRE,,1.1,1.2041594578792296,1.0666666666666669,1.1832159566199232,-0.03333333333333344,-0.2236067977499796
WATER,GRASS,1.1166666666666667,1.2196310917650468,1.2,1.3038404810405295,0.08333333333333326,0.4609772228646442
WATER,ELECTRIC,1.0,1.095445115010332,1.2666666666666666,1.378404875209022,0.2666666666666666,0.8366600265340757
WATER,PSYCHIC,0.9666666666666668,1.132843031197762,1.3333333333333333,1.4142135623730951,0.3666666666666666,0.8465616732800199
WATER,ICE,1.1833333333333331,1.299038105676658,1.3666666666666667,1.466287829861518,0.18333333333333326,0.6800735254367725
WATER,DRAGON,0.9666666666666668,1.036822067666386,1.2666666666666666,1.3416407864998738,0.29999999999999993,0.8514693182963202
WATER,,1.0333333333333334,1.118033988749895,1.1,1.2041594578792296,0.06666666666666665,0.44721359549995787
GRASS,ELECTRIC,1.15,1.2796483892069728,1.2,1.3038404810405295,0.05000000000000005,0.25
GRASS,PSYCHIC,1.2,1.5599145275730115,1.3333333333333333,1.4142135623730951,0.1333333333333333,0.6582805886043828
GRASS,ICE,1.4,1.6733200530681511,1.4,1.4832396974191326,0.0,0.7745966692414834
GRASS,DRAGON,1.2833333333333334,1.6007810593582121,1.2666666666666666,1.3416407864998738,-0.016666666666666833,-0.873212459828649
GRASS,,1.2,1.3416407864998738,1.0,1.1401754250991378,-0.2,-0.7071067811865474
ELECTRIC,PSYCHIC,0.9333333333333332,1.0645812948447542,1.2666666666666666,1.3416407864998738,0.3333333333333333,0.8164965809277259
ELECTRIC,ICE,1.1666666666666667,1.284523257866513,1.3333333333333333,1.4142135623730951,0.16666666666666652,0.591607978309962
ELECTRIC,DRAGON,1.0166666666666666,1.1565033506220377,1.2,1.2649110640673518,0.18333333333333326,0.5123475382979801
ELECTRIC,,1.0,1.0488088481701516,0.9666666666666668,1.0878112581387147,-0.033333333333333326,-0.28867513459481275
PSYCHIC,ICE,1.0666666666666669,1.1972189997378648,1.4,1.4832396974191326,0.3333333333333333,0.8755950357709131
PSYCHIC,DRAGON,0.9333333333333332,1.1105554165971787,1.2,1.2649110640673518,0.2666666666666666,0.6055300708194985
PSYCHIC,,0.9333333333333332,1.0165300454651272,1.1,1.161895003862225,0.16666666666666674,0.5627314338711378
ICE,DRAGON,1.1,1.2041594578792296,1.2666666666666666,1.3416407864998738,0.16666666666666652,0.5916079783099615
ICE,,1.1666666666666667,1.2449899597988732,1.2,1.3038404810405295,0.033333333333333215,0.38729833462074187
DRAGON,,1.0,1.095445115010332,1.0666666666666669,1.095445115010332,0.06666666666666665,0.0
